,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Join year,Join month,Last Payment year,Last Payment month,Account Since,subscription type_Basic,subscription type_Premium,subscription type_Standard,Country_type_Australia,Country_type_Brazil,Country_type_Canada,Country_type_France,Country_type_Germany,Country_type_Italy,Country_type_Mexico,Country_type_Spain,Country_type_United Kingdom,Country_type_United States,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Age_bins
138,Standard,13,2023-03-24,2023-06-23,Spain,40,Male,Smartphone,1,2023,3,2023,6,147,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
139,Basic,12,2022-02-05,2023-06-23,Italy,43,Female,Smartphone,1,2022,2,2023,6,559,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38-47
140,Premium,12,2022-11-05,2023-06-27,United States,42,Male,Smartphone,1,2022,11,2023,6,286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
141,Basic,14,2022-10-06,2023-06-22,Canada,28,Male,Smart TV,1,2022,10,2023,6,316,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18-27
142,Standard,14,2022-08-31,2023-06-24,United Kingdom,30,Female,Tablet,1,2022,8,2023,6,352,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28-37
143,Premium,10,2022-08-17,2023-06-26,Australia,33,Male,Smart TV,1,2022,8,2023,6,366,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
144,Basic,11,2022-05-05,2023-06-26,Germany,35,Female,Laptop,1,2022,5,2023,6,470,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
145,Basic,10,2022-06-10,2023-06-25,France,38,Male,Tablet,1,2022,6,2023,6,434,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
146,Basic,12,2022-08-11,2023-06-24,Brazil,49,Female,Laptop,1,2022,8,2023,6,372,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
147,Standard,15,2022-11-27,2023-06-28,Mexico,39,Female,Smartphone,1,2022,11,2023,6,264,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38-47
148,Premium,13,2022-11-17,2023-06-27,Spain,46,Female,Smart TV,1,2022,11,2023,6,274,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
149,Basic,10,2022-12-15,2023-06-23,Italy,47,Female,Laptop,1,2022,12,2023,6,246,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,38-47
150,Basic,15,2022-12-12,2023-06-25,United States,30,Female,Laptop,1,2022,12,2023,6,249,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
151,Premium,14,2022-11-23,2023-06-27,Canada,33,Female,Tablet,1,2022,11,2023,6,268,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
152,Standard,11,2022-12-25,2023-06-24,United Kingdom,47,Male,Smartphone,1,2022,12,2023,6,236,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
153,Standard,11,2023-11-03,2023-06-27,Australia,27,Male,Laptop,1,2023,11,2023,6,-77,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
154,Basic,14,2022-11-18,2023-06-27,Germany,28,Male,Tablet,1,2022,11,2023,6,273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,18-27
155,Premium,15,2022-08-19,2023-06-25,France,47,Male,Smartphone,1,2022,8,2023,6,364,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
156,Standard,14,2022-09-27,2023-06-24,Brazil,30,Male,Laptop,1,2022,9,2023,6,325,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
157,Basic,13,2022-10-19,2023-06-28,Mexico,47,Female,Smartphone,1,2022,10,2023,6,303,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38-47
158,Standard,10,2022-12-21,2023-06-26,Spain,51,Female,Smart TV,1,2022,12,2023,6,240,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,48-57
159,Premium,15,2022-10-27,2023-06-25,Italy,39,Male,Smartphone,1,2022,10,2023,6,295,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38-47
160,Basic,10,2022-10-23,2023-06-24,United States,45,Male,Tablet,1,2022,10,2023,6,299,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
161,Premium,15,2022-04-19,2023-06-25,Canada,31,Male,Laptop,1,2022,4,2023,6,486,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
162,Standard,11,2022-05-04,2023-06-26,United Kingdom,29,Male,Laptop,1,2022,5,2023,6,471,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28-37
163,Basic,11,2022-11-03,2023-06-26,Australia,42,Female,Tablet,1,2022,11,2023,6,288,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
164,Standard,14,2022-05-25,2023-06-25,Germany,49,Male,Tablet,1,2022,5,2023,6,450,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
165,Premium,13,2022-04-16,2023-06-26,France,42,Male,Laptop,1,2022,4,2023,6,489,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
166,Basic,13,2022-07-04,2023-06-24,Brazil,29,Male,Smartphone,1,2022,7,2023,6,410,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
167,Standard,10,2022-11-12,2023-06-28,Mexico,29,Male,Tablet,1,2022,11,2023,6,279,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,28-37
168,Premium,12,2023-01-20,2023-06-26,Spain,49,Male,Tablet,1,2023,1,2023,6,210,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
169,Basic,14,2023-12-01,2023-06-25,Italy,32,Male,Laptop,1,2023,12,2023,6,-105,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28-37
170,Premium,11,2022-04-29,2023-06-24,United States,35,Female,Tablet,1,2022,4,2023,6,476,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
171,Basic,12,2022-04-27,2023-06-26,Canada,39,Female,Smartphone,1,2022,4,2023,6,478,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
172,Standard,15,2022-03-06,2023-06-25,United Kingdom,40,Male,Smartphone,1,2022,3,2023,6,530,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
173,Standard,14,2022-04-23,2023-06-25,Australia,39,Female,Tablet,1,2022,4,2023,6,482,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
174,Basic,10,2022-04-22,2023-06-26,Germany,47,Female,Laptop,1,2022,4,2023,6,483,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
175,Premium,13,2022-12-04,2023-06-25,France,37,Female,Smart TV,1,2022,12,2023,6,257,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
176,Basic,15,2022-05-23,2023-06-26,Brazil,27,Female,Smartphone,1,2022,5,2023,6,452,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18-27
177,Standard,13,2022-10-19,2023-06-26,Mexico,49,Female,Laptop,1,2022,10,2023,6,303,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,48-57
178,Premium,10,2022-03-12,2023-06-26,Spain,30,Female,Tablet,1,2022,3,2023,6,524,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
179,Basic,14,2022-09-26,2023-06-25,Italy,36,Male,Laptop,1,2022,9,2023,6,326,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28-37
180,Premium,15,2022-06-16,2023-06-27,United States,33,Male,Smartphone,1,2022,6,2023,6,428,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
181,Basic,13,2022-05-16,2023-06-25,Canada,30,Female,Laptop,1,2022,5,2023,6,459,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
182,Standard,15,2022-05-26,2023-06-26,United Kingdom,36,Female,Tablet,1,2022,5,2023,6,449,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28-37
183,Standard,13,2022-04-26,2023-06-25,Australia,28,Female,Laptop,1,2022,4,2023,6,479,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
184,Basic,11,2022-12-05,2023-06-25,Germany,47,Female,Tablet,1,2022,12,2023,6,256,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
185,Premium,12,2022-01-03,2023-06-25,France,33,Female,Smart TV,1,2022,1,2023,6,592,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
186,Basic,13,2022-10-07,2023-06-24,Brazil,49,Female,Laptop,1,2022,10,2023,6,315,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
187,Standard,15,2022-07-16,2023-06-27,Mexico,44,Female,Smart TV,1,2022,7,2023,6,398,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
188,Premium,13,2022-02-09,2023-06-26,Spain,47,Male,Smart TV,1,2022,2,2023,6,555,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
189,Basic,11,2022-09-18,2023-06-26,Italy,37,Female,Tablet,1,2022,9,2023,6,334,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28-37
190,Premium,10,2022-08-07,2023-06-25,United States,46,Male,Laptop,1,2022,8,2023,6,376,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
191,Basic,14,2022-06-26,2023-06-27,Canada,50,Female,Smartphone,1,2022,6,2023,6,418,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
192,Standard,11,2022-05-08,2023-06-25,United Kingdom,50,Male,Laptop,1,2022,5,2023,6,467,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48-57
193,Standard,14,2022-08-19,2023-06-27,Australia,37,Male,Laptop,1,2022,8,2023,6,364,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
194,Basic,11,2022-08-26,2023-06-24,Germany,50,Female,Smartphone,1,2022,8,2023,6,357,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
195,Premium,13,2022-09-06,2023-06-24,France,45,Female,Smart TV,1,2022,9,2023,6,346,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
196,Basic,14,2022-09-27,2023-06-23,Brazil,45,Male,Tablet,1,2022,9,2023,6,325,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
197,Standard,10,2022-10-18,2023-06-27,Mexico,49,Female,Laptop,1,2022,10,2023,6,304,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,48-57
198,Premium,14,2022-10-31,2023-06-25,Spain,39,Female,Tablet,1,2022,10,2023,6,291,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
199,Basic,11,2022-10-13,2023-06-25,Italy,45,Female,Tablet,1,2022,10,2023,6,309,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38-47
200,Premium,11,2022-04-07,2023-06-27,United States,49,Female,Smart TV,1,2022,4,2023,6,498,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,48-57
201,Basic,12,2022-06-26,2023-06-27,Canada,31,Female,Tablet,1,2022,6,2023,6,418,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
202,Standard,13,2022-07-31,2023-06-24,United Kingdom,42,Female,Smart TV,1,2022,7,2023,6,383,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38-47
203,Standard,12,2022-07-27,2023-06-24,Australia,37,Male,Smartphone,1,2022,7,2023,6,387,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
204,Basic,12,2022-07-30,2023-06-25,Germany,30,Male,Smart TV,1,2022,7,2023,6,384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
205,Premium,11,2022-06-08,2023-06-25,France,40,Male,Smartphone,1,2022,6,2023,6,436,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
206,Basic,15,2022-09-16,2023-06-24,Brazil,45,Female,Smartphone,1,2022,9,2023,6,336,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
207,Standard,15,2023-05-01,2023-06-23,Mexico,36,Female,Tablet,1,2023,5,2023,6,109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,28-37
208,Premium,11,2022-10-12,2023-06-24,Spain,41,Male,Laptop,1,2022,10,2023,6,310,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
209,Basic,14,2022-11-22,2023-06-26,Italy,49,Female,Laptop,1,2022,11,2023,6,269,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,48-57
210,Premium,15,2022-11-15,2023-06-27,United States,40,Male,Tablet,1,2022,11,2023,6,276,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
211,Basic,11,2022-10-28,2023-06-26,Canada,36,Male,Smart TV,1,2022,10,2023,6,294,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
212,Standard,12,2022-08-09,2023-06-24,United Kingdom,49,Female,Smart TV,1,2022,8,2023,6,374,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48-57
213,Standard,13,2022-06-30,2023-06-28,Australia,43,Female,Laptop,1,2022,6,2023,6,414,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
214,Basic,13,2022-02-09,2023-06-27,Germany,50,Female,Smartphone,1,2022,2,2023,6,555,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
215,Premium,14,2022-08-10,2023-06-24,France,51,Female,Smart TV,1,2022,8,2023,6,373,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,48-57
216,Basic,15,2022-11-13,2023-06-25,Brazil,44,Male,Smart TV,1,2022,11,2023,6,278,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
217,Standard,12,2022-11-15,2023-06-28,Mexico,27,Male,Tablet,1,2022,11,2023,6,276,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,18-27
218,Premium,12,2022-11-16,2023-06-25,Spain,46,Female,Smartphone,1,2022,11,2023,6,275,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
219,Basic,12,2022-11-26,2023-06-27,Italy,29,Male,Tablet,1,2022,11,2023,6,265,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28-37
220,Basic,12,2022-11-26,2023-06-25,United States,47,Male,Smartphone,1,2022,11,2023,6,265,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
221,Basic,10,2022-12-12,2023-06-26,Canada,48,Female,Smartphone,1,2022,12,2023,6,249,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
222,Standard,12,2023-08-01,2023-06-25,United Kingdom,34,Female,Smartphone,1,2023,8,2023,6,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28-37
223,Premium,15,2022-11-27,2023-06-29,Australia,40,Female,Smartphone,1,2022,11,2023,6,264,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
224,Basic,14,2022-11-10,2023-06-27,Germany,48,Female,Smartphone,1,2022,11,2023,6,281,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
225,Basic,10,2022-09-27,2023-06-26,France,35,Male,Smartphone,1,2022,9,2023,6,325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
226,Premium,12,2022-09-30,2023-06-24,Brazil,51,Female,Smartphone,1,2022,9,2023,6,322,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
227,Standard,10,2022-04-11,2023-06-27,Mexico,39,Male,Smart TV,1,2022,4,2023,6,494,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
228,Standard,13,2022-04-11,2023-06-27,Spain,29,Male,Smartphone,1,2022,4,2023,6,494,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
229,Basic,12,2022-10-30,2023-06-26,Italy,51,Male,Laptop,1,2022,10,2023,6,292,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,48-57
230,Premium,11,2022-10-29,2023-06-24,United States,43,Male,Smartphone,1,2022,10,2023,6,293,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
231,Standard,11,2022-08-30,2023-06-27,Canada,28,Male,Smartphone,1,2022,8,2023,6,353,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18-27
232,Basic,15,2022-07-07,2023-06-26,United Kingdom,50,Female,Smart TV,1,2022,7,2023,6,407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48-57
233,Standard,14,2022-05-26,2023-06-27,Australia,44,Female,Laptop,1,2022,5,2023,6,449,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
234,Premium,11,2022-05-17,2023-06-25,Germany,50,Male,Laptop,1,2022,5,2023,6,458,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
235,Basic,11,2022-08-05,2023-06-26,France,39,Female,Smartphone,1,2022,8,2023,6,378,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
236,Premium,13,2022-07-07,2023-06-25,Brazil,46,Female,Tablet,1,2022,7,2023,6,407,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
237,Standard,15,2022-07-17,2023-06-28,Mexico,48,Male,Smartphone,1,2022,7,2023,6,397,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38-47
238,Basic,15,2022-12-23,2023-06-26,Spain,38,Male,Smart TV,1,2022,12,2023,6,238,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
239,Standard,13,2022-06-27,2023-06-26,Italy,38,Male,Smartphone,1,2022,6,2023,6,417,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28-37
240,Premium,13,2022-05-31,2023-06-27,United States,47,Male,Laptop,1,2022,5,2023,6,444,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
241,Basic,12,2022-02-06,2023-06-26,Canada,37,Male,Laptop,1,2022,2,2023,6,558,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
242,Standard,11,2022-05-25,2023-06-27,United Kingdom,33,Male,Laptop,1,2022,5,2023,6,450,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28-37
243,Premium,15,2022-04-26,2023-06-26,Australia,28,Male,Smartphone,1,2022,4,2023,6,479,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18-27
244,Basic,13,2022-04-20,2023-06-26,Germany,47,Male,Smart TV,1,2022,4,2023,6,485,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
245,Premium,11,2022-03-05,2023-06-25,France,38,Female,Smartphone,1,2022,3,2023,6,531,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
246,Basic,12,2022-07-07,2023-06-27,Brazil,27,Male,Smart TV,1,2022,7,2023,6,407,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18-27
247,Standard,13,2022-09-15,2023-06-26,Mexico,34,Male,Smartphone,1,2022,9,2023,6,337,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28-37
248,Standard,14,2022-09-16,2023-06-27,Spain,42,Female,Smartphone,1,2022,9,2023,6,336,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
249,Basic,14,2022-09-08,2023-06-26,Italy,28,Male,Laptop,1,2022,9,2023,6,344,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,18-27
250,Premium,15,2022-06-25,2023-06-27,United States,30,Male,Laptop,1,2022,6,2023,6,419,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
251,Basic,11,2022-05-30,2023-06-26,Canada,38,Female,Smartphone,1,2022,5,2023,6,445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
252,Standard,15,2022-05-21,2023-06-25,United Kingdom,45,Female,Tablet,1,2022,5,2023,6,454,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,38-47
253,Premium,12,2022-05-20,2023-06-27,Australia,48,Female,Smart TV,1,2022,5,2023,6,455,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
254,Basic,13,2022-05-20,2023-06-26,Germany,46,Female,Smart TV,1,2022,5,2023,6,455,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
255,Premium,12,2022-05-30,2023-06-26,France,34,Male,Tablet,1,2022,5,2023,6,445,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
256,Basic,13,2022-06-17,2023-06-25,Brazil,46,Male,Laptop,1,2022,6,2023,6,427,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
257,Standard,11,2022-07-16,2023-06-28,Mexico,41,Female,Smartphone,1,2022,7,2023,6,398,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38-47
258,Standard,15,2022-05-08,2023-06-26,Spain,28,Male,Smartphone,1,2022,5,2023,6,467,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,18-27
259,Basic,10,2022-07-17,2023-06-26,Italy,27,Female,Smartphone,1,2022,7,2023,6,397,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18-27
260,Premium,13,2022-04-07,2023-06-25,United States,27,Female,Smart TV,1,2022,4,2023,6,498,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18-27
261,Basic,12,2022-07-13,2023-06-26,Canada,28,Female,Tablet,1,2022,7,2023,6,401,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18-27
262,Standard,15,2022-07-25,2023-06-24,United Kingdom,46,Male,Smartphone,1,2022,7,2023,6,389,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
263,Premium,10,2022-09-08,2023-06-27,Australia,51,Male,Smartphone,1,2022,9,2023,6,344,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
264,Basic,11,2022-05-08,2023-06-25,Germany,32,Female,Smart TV,1,2022,5,2023,6,467,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
265,Premium,10,2022-08-17,2023-06-26,France,44,Male,Tablet,1,2022,8,2023,6,366,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
266,Basic,11,2022-08-09,2023-06-27,Brazil,44,Female,Laptop,1,2022,8,2023,6,374,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
267,Standard,13,2022-10-16,2023-06-28,Mexico,34,Female,Smart TV,1,2022,10,2023,6,306,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28-37
268,Standard,13,2022-10-15,2023-06-25,Spain,29,Female,Laptop,1,2022,10,2023,6,307,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
269,Basic,12,2022-04-09,2023-06-25,Italy,47,Male,Smart TV,1,2022,4,2023,6,496,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38-47
270,Premium,14,2022-08-20,2023-06-26,United States,41,Male,Laptop,1,2022,8,2023,6,363,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
271,Basic,10,2022-10-08,2023-06-26,Canada,36,Female,Smartphone,1,2022,10,2023,6,314,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
272,Standard,12,2022-02-08,2023-06-25,United Kingdom,28,Female,Laptop,1,2022,2,2023,6,556,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,18-27
273,Premium,10,2022-01-08,2023-06-24,Australia,27,Female,Tablet,1,2022,1,2023,6,587,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18-27
274,Basic,15,2022-06-08,2023-06-25,Germany,34,Female,Laptop,1,2022,6,2023,6,436,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
275,Premium,14,2022-09-08,2023-06-25,France,34,Female,Smart TV,1,2022,9,2023,6,344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
276,Basic,13,2022-12-09,2023-06-26,Brazil,37,Female,Tablet,1,2022,12,2023,6,252,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
277,Standard,14,2022-09-27,2023-06-26,Mexico,34,Female,Laptop,1,2022,9,2023,6,325,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,28-37
278,Standard,15,2022-12-11,2023-06-24,Spain,50,Female,Laptop,1,2022,12,2023,6,250,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,48-57
